ID,Created,Name,Description,Playlist URL
ee1e5dc806a449acadff0e847f83d274,2026-02-21T12:22:39Z,Ungir Sjálfstæðismenn,,https://open.spotify.com/playlist/6wqjM32lsYia74kqmlnyeo
799b41807460499598bad470396a9f9e,2026-02-21T12:24:49Z,Éttu skít og deyðu!!!,,https://open.spotify.com/playlist/062fLGm7npl62y3BnPMff3
